Área Carrera Genérica,Área,tipos_institucion,n_tipos_institucion,1er año,2° año,3er año,4° año,5° año,10% inferior 1er año,25% inferior 1er año,Percentil 50 1er año,25% superior 1er año,10% superior 1er año,10% inferior 5° año,25% inferior 5° año,Percentil 50 5° año,25% superior 5° año,10% superior 5° año,Empleabilidad 1er año - 2020,Empleabilidad 1er año - 2021,Empleabilidad 1er año - 2022,Empleabilidad 1er año - 2023,Empleabilidad 1er año - 2024,Empleabilidad 2° año - 2020,Empleabilidad 2° año - 2021,Empleabilidad 2° año - 2022,Empleabilidad 2° año - 2023,Empleabilidad 2° año - 2024,Empleabilidad 1er año,Empleabilidad 2° año,Duración Formal,Duración Real,Retención 1er año,Retención 2° año,Titulados Mujeres,Titulados Hombres,Titulados Total,Matrícula 1er año Mujeres,Matrícula 1er año Hombres,Total Matrícula 1er año,Matrícula Total Mujeres,Matrícula Total Hombres,Matrícula Total,arancel_valor,titulacion_valor,puntaje_corte_paes,vacantes_total,vacantes_presencial,matricula_1er_total,matricula_1er_presencial,pct_matricula_distancia,prop_programas_acreditados,n_programas,n_instituciones,carrera_tipo,ingreso_4to_anio_valor,brecha_duracion,costo_total_carrera,anios_recuperar_inversion
Técnico en Geología,Ciencias Básicas,Institutos Profesionales,1,860678.34,955424.6,963681.22,947952.17,1078711.63,577554.74,651578.81,921184.0600000002,1143870.21,1387094.22,614523.35,727785.68,880335.17,1194935.38,1766938.09,0.3,0.57,0.62,0.64,0.4699999999999999,0.55,0.5,0.69,0.6,0.61,0.58,0.62,5.0,7.09,0.8,,19.0,27.0,46.0,14.0,24.0,38.0,53.0,106.0,159.0,2900866.6666666665,12141.666666666666,,60,60,49,49,0.0,1.0,2,2,Técnico en Geología,947952.17,2.09,7264308.333333333,0.6
Técnico en Geominería,Ciencias Básicas,Centros de Formación Técnica,1,1150746.53,1178896.06,1360337.46,1271889.24,1374154.52,663420.13,727009.56,999083.1500000001,1282036.62,3075950.97,749818.79,837901.62,1137214.7,1581849.9,2086257.58,,,,,,,,,,,0.71,0.73,,,0.74,,6.0,15.0,21.0,27.0,40.0,67.0,55.0,85.0,140.0,2485499.157142857,160695.0,,160,160,67,67,0.0,1.0,4,1,Técnico en Geominería,1271889.24,,,
"Técnico en Instrumentación, Automatización y Control Industrial",Tecnología,Centros de Formación Técnica / Institutos Profesionales / Universidades,3,1898807.7685077952,2062406.7838028953,2105556.830139198,1913813.582739421,1786279.10266147,806063.3675445433,1068372.631642539,1499174.2365311806,2181307.110339644,3440018.5026336308,767182.3076726057,1085200.0118875278,1581827.7506458797,2475202.5415868596,3684175.256859688,0.7428897550111357,0.8494599109131403,0.8698663697104676,0.8734465478841871,0.8617149220489978,0.7728730512249443,0.8675723830734967,0.9182071269487752,0.889153674832962,0.8964922048997772,0.8738530066815143,0.8948552338530066,4.569331848552339,6.7286024498886405,0.6140478841870823,,148.0,1648.0,1796.0,422.0,2757.0,3179.0,799.0,6257.0,7056.0,2281250.4926900584,259582.86184210525,,3911,1597,2395,831,0.7130847953216375,1.0,122,25,"Técnico en Instrumentación, Automatización y Control Industrial",1913813.582739421,2.159270601336302,5471478.127229304,0.2
Técnico en Laboratorio Clínico,Salud,Centros de Formación Técnica / Institutos Profesionales,2,703080.07442404,756982.8439398998,800547.1039398998,836564.6085976628,864269.249248748,542265.8258931552,589081.4991819699,661216.5328714525,760357.0212520867,858554.6481803005,600545.172721202,706528.5111018363,828238.3269115192,981220.1066277128,1167042.665375626,0.5429215358931553,0.7441569282136895,0.6758430717863105,0.5739899833055092,0.46275459098497496,0.6435392320534224,0.7887646076794658,0.7687646076794658,0.6564607679465777,0.6775292153589315,0.5781469115191986,0.6887646076794658,5.0,5.83118530884808,0.8006176961602672,,483.0,116.0,599.0,605.0,149.0,754.0,1738.0,421.0,2159.0,2674943.7533086287,76213.86977236634,,746,746,754,754,0.0,1.0,22,6,Técnico en Laboratorio Clínico,836564.6085976628,0.8311853088480801,6763573.2530439375,0.7
Técnico en Logística,Administración y Comercio,Centros de Formación Técnica / Institutos Profesionales / Universidades,3,1182777.092724709,1215116.8594783223,1261841.0717342263,1313419.1207648923,1424635.3423123017,632173.3005075784,780015.0077335214,1010143.1110821292,1400561.9902573142,1943037.6405569264,710523.2090623899,904414.4813993656,1193691.6348290448,1675163.174705675,2368218.913785689,0.7109164610504054,0.7623581247796969,0.791455763130067,0.7774938315121608,0.782537892139584,0.7908177652449772,0.8031230172717659,0.8142474444836094,0.808840324286218,0.802040888262249,0.782537892139584,0.8076700740218541,4.6858935495241445,5.797571378216426,0.6913923158265773,,1091.0,1746.0,2837.0,2480.0,3415.0,5895.0,5237.0,7567.0,12804.0,2271500.7282735775,222565.77123928294,,7841,4072,4599,2333,0.5086710833982853,1.0,205,37,Técnico en Logística,1313419.1207648923,1.1116778286922813,5544571.076417559,0.4
Técnico en Mantenimiento Industrial,Tecnología,Centros de Formación Técnica / Institutos Profesionales / Universidades,3,1334850.1266609295,1387034.9225473322,1485205.5801032705,1502402.2666953527,1587537.1173666092,643360.2611876075,800539.8596213425,1115043.6409982787,1572521.5498106712,2483462.867366609,741995.3417039588,973061.0667986231,1370279.047969019,1897780.9618932875,2718980.7278485373,0.6846471600688468,0.7820826161790018,0.8454733218588639,0.784526678141136,0.7859208261617899,0.7539242685025819,0.8147332185886402,0.8725301204819277,0.8710154905335628,0.8259552495697073,0.8070223752151462,0.848485370051635,4.386936316695353,6.648141135972461,0.7044922547332186,,133.0,1610.0,1743.0,475.0,3074.0,3549.0,869.0,6302.0,7171.0,2611823.064853144,245056.37630593337,,4543,4033,2495,2087,0.16006307904592942,1.0,119,20,Técnico en Mantenimiento Industrial,1502402.2666953527,2.2612048192771077,5974007.104299342,0.3
Técnico en Masoterapia,Salud,Institutos Profesionales,1,746455.69,767368.0,773992.11,822570.56,842201.35,523349.63,560354.11,678240.69,884047.36,1193294.41,556765.44,665387.36,802491.2,973487.8899999999,1216246.99,0.23,0.39,0.3,0.32,0.32,0.33,0.43999999999999995,0.54,0.38,0.4,0.31,0.41,4.91,5.59,0.71,,219.0,74.0,293.0,199.0,96.0,295.0,584.0,269.0,853.0,2517569.0055762082,100803.9033457249,,549,549,381,381,0.0,1.0,44,6,Técnico en Masoterapia,822570.56,0.6799999999999997,6281435.812035316,0.6
Técnico en Mecánica Automotriz,Tecnología,Centros de Formación Técnica / Institutos Profesionales / Universidades,3,1094768.4293992573,1138890.131339858,1191697.9396591294,1246924.9229260886,1327583.2693925076,572778.260965238,708797.4439250759,967589.6918022274,1338934.359615255,1821592.6664427945,636757.4595207559,827123.0789841376,1135658.2334694567,1562119.4475531557,2105327.8286297675,0.5243705703678705,0.6466824164697942,0.7238677016537294,0.6682382720215997,0.7061930475869053,0.6208099898751266,0.6859028012149848,0.7495106311171111,0.7492237597030038,0.7374586567667903,0.7013094836314546,0.7428315896051298,4.325626054674317,6.731113736078299,0.6920452244346945,,147.0,2816.0,2963.0,436.0,5716.0,6152.0,835.0,11617.0,12452.0,2771727.382088982,252104.06721405385,,5978,5978,2388,2388,0.0,1.0,131,10,Técnico en Mecánica Automotriz,1246924.9229260886,2.405487681403982,6246832.157423222,0.4
Técnico en Mecánica Industrial,Tecnología,Centros de Formación Técnica / Universidades,2,1604831.6594179894,1659136.5465079367,1704940.7067195766,1752002.576269841,1822519.965952381,694623.2465343915,969922.0319047619,1485035.739100529,2306102.579920635,3391379.217301587,737036.8384920636,1003448.3442063492,1566086.039100529,2160161.9992063493,3341254.407910053,0.7049206349206348,0.8626190476190476,0.8743121693121694,0.7952380952380953,0.8316931216931217,0.7733862433862435,0.8458465608465608,0.8683068783068784,0.8443121693121692,0.8250793650793651,0.8343121693121693,0.8533862433862435,4.647724867724868,6.2132539682539685,0.5916931216931216,,26.0,352.0,378.0,56.0,743.0,799.0,129.0,1536.0,1665.0,2456933.726052471,259154.41122635754,,915,915,854,854,0.0,1.0,34,10,Técnico en Mecánica Industrial,1752002.576269841,1.5655291005291003,5968730.399689351,0.3
Técnico en Metalurgia,Tecnología,Centros de Formación Técnica / Universidades,2,1842880.7645238095,2175566.3726190478,2238426.683809524,2236562.6690476188,2211753.6490476187,699874.8578571429,943111.7895238094,1211053.3354761906,2162035.6642857143,3509891.2316666665,900195.6630952382,1128842.1457142856,1624366.330952381,2997610.5104761906,5199204.814761905,0.6757142857142857,0.8069047619047619,0.8192857142857144,0.8438095238095238,0.7976190476190477,0.7430952380952381,0.7852380952380952,0.8476190476190476,0.8638095238095238,0.8545238095238096,0.8247619047619048,0.8583333333333333,4.058809523809524,6.728333333333334,0.5947619047619048,,73.0,95.0,168.0,126.0,127.0,253.0,228.0,249.0,477.0,2509100.0,92266.66666666667,,589,589,136,136,0.0,1.0,22,4,Técnico en Metalurgia,2236562.6690476188,2.6695238095238105,5184246.154761905,0.2
Técnico en Minería,Tecnología,Centros de Formación Técnica / Institutos Profesionales / Universidades,3,1821179.73991009,1863206.7548251748,1832615.812677323,1760617.6982817182,1805289.020679321,705438.6789610389,964318.0297102897,1455950.7223076923,2449379.9498401596,4135044.803996004,723828.3032467533,977704.1591508492,1403052.1786113887,2317405.928251748,4119556.2980119875,0.6525074925074926,0.7432867132867134,0.7973626373626375,0.7919380619380619,0.8013286713286714,0.666063936063936,0.7568431568431568,0.8323776223776224,0.8092707292707292,0.7978621378621378,0.8006793206793207,0.8131868131868132,4.655114885114885,6.683726273726274,0.6367632367632369,,265.0,736.0,1001.0,1083.0,2347.0,3430.0,2091.0,4894.0,6985.0,2341623.477454999,234422.158973445,,3834,1841,2646,1185,0.5294956335769025,1.0,70,21,Técnico en Minería,1760617.6982817182,2.028611388611389,5684685.311591067,0.3
Técnico en Peluquería y Estética,Arte y Arquitectura,Institutos Profesionales,1,725178.7400000001,765153.84,810030.84,838090.8900000001,859606.8,529910.77,567391.31,680708.51,850519.37,1046300.33,553094.78,635703.83,783666.35,996379.0099999999,1212101.06,0.13,0.25,0.3,0.27,0.27,0.25,0.26,0.36,0.36,0.34,0.28,0.35,5.0,5.71,0.7,,1454.0,29.0,1483.0,1297.0,54.0,1351.0,3610.0,136.0,3746.0,2833204.049058678,604555.6273189501,,1909,1909,3116,3116,0.0,1.0,114,9,Técnico en Peluquería y Estética,838090.8900000001,0.71,7687565.749965645,0.8
Técnico en Podología,Salud,Centros de Formación Técnica / Institutos Profesionales,2,1002404.8437549096,1048887.0833307148,1040445.6820109977,987092.8617203454,1046809.1013511393,574579.7666142969,710852.2856323645,896379.0574941084,1124151.3052710132,1566536.4132600157,619861.1539905735,749004.2505734486,921069.1565278871,1141942.7908405343,1675957.6422466615,0.5887666928515318,0.6073055773762764,0.5895522388059702,0.5710133542812255,0.5573055773762765,0.5710133542812255,0.6298900235663787,0.596967792615868,0.6392144540455617,0.5932600157109191,0.5710133542812255,0.610675569520817,5.0,5.729882168106834,0.8111233307148468,,1201.0,72.0,1273.0,1428.0,110.0,1538.0,3997.0,322.0,4319.0,2477570.7846622653,425064.7536820721,,1196,1196,1538,1538,0.0,1.0,92,8,Técnico en Podología,987092.8617203454,0.7298821681068342,6618991.715337736,0.6
Técnico en Prevención de Riesgos,Tecnología,Centros de Formación Técnica / Institutos Profesionales,2,1422759.3495152604,1380959.9852244165,1343594.3983123878,1201079.0381508078,1182515.4203231598,623887.6163913825,783219.1212208258,1106798.8531059248,1732367.9206463194,2381150.1413285458,606489.1417953322,768293.8200359066,1042457.8663375225,1583011.3640574506,2179775.2665170557,0.5213824057450628,0.6470736086175942,0.7227648114901257,0.7456373429084381,0.7457450628366248,0.5571274685816876,0.627181328545781,0.7328186714542191,0.7456373429084381,0.7785098743267506,0.7442549371633752,0.7570736086175943,4.888240574506284,6.471723518850988,0.5956912028725313,,551.0,563.0,1114.0,1466.0,1152.0,2618.0,3077.0,2570.0,5647.0,2314054.54516129,361447.1647465438,,3755,2100,1778,746,0.6373271889400922,1.0,120,20,Técnico en Prevención de Riesgos,1201079.0381508078,1.5834829443447038,6017274.824385595,0.4
Técnico en Prevención y Rehabilitación,Ciencias Sociales,Universidades,1,1074217.53,1048961.9,958996.51,951145.06,1179917.76,522882.53,600195.56,735019.12,1150416.44,2003099.14,636120.51,678316.84,884546.69,1198995.98,1628361.77,0.64,0.67,0.56,0.68,0.68,0.72,0.64,0.52,0.58,0.6,0.63,0.56,,,,,28.0,33.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,2011551.5254237289,228245.7627118644,,706,166,350,29,0.9271186440677966,1.0,6,5,Técnico en Prevención y Rehabilitación,951145.06,,,
Técnico en Producción Gráfica y Multimedia,Arte y Arquitectura,Centros de Formación Técnica,1,805809.35,853246.65,860556.88,874814.14,835477.3,560160.51,606452.07,741600.16,946311.79,1113342.91,550217.67,618524.26,722821.29,949079.85,1166567.3,0.21,0.23,0.38,0.3,0.43,0.35999999999999993,0.35999999999999993,0.35999999999999993,0.47,0.4099999999999999,0.38,0.42,4.0,7.3,,,113.0,103.0,216.0,0.0,0.0,0.0,7.0,8.0,15.0,2831245.271028037,195512.1495327103,,325,95,206,69,0.577570093457944,1.0,16,4,Técnico en Producción Gráfica y Multimedia,874814.14,3.3,5858002.691588785,0.6
Técnico en Química (Análisis e Industrial),Ciencias Básicas,Centros de Formación Técnica / Universidades,2,896294.4413043478,1019202.1946086956,1051171.1770434782,1122848.162347826,1222477.5659130432,611658.823826087,699080.6540000001,808057.4054782608,996469.0992173912,1346334.6321739128,705501.6632173914,877250.9026086958,1093283.489826087,1355987.4307826087,1616147.975826087,0.6257391304347826,0.7416521739130434,0.7940869565217391,0.7203478260869566,0.7114782608695651,0.7155652173913043,0.7681739130434783,0.8185217391304347,0.8170434782608696,0.7873913043478259,0.7472173913043478,0.8014782608695652,5.10408695652174,8.521739130434783,0.7444347826086957,,72.0,43.0,115.0,108.0,84.0,192.0,262.0,194.0,456.0,2993440.6926406925,133519.4805194805,,233,233,103,103,0.0,1.0,10,6,Técnico en Química (Análisis e Industrial),1122848.162347826,3.4176521739130434,7772910.277733861,0.6
Técnico en Radiología y Radioterapia,Salud,Centros de Formación Técnica / Institutos Profesionales,2,732333.1448730966,819340.6678172589,866705.9348730964,881970.5743147209,931467.8657360406,561866.7437055837,614351.3479695432,665015.3254822335,773373.2383756345,842984.9264467006,644470.3941624366,728250.727106599,881510.3794923859,1071355.7216751268,1263518.884314721,0.47238578680203047,0.8052791878172588,0.7541116751269036,0.72005076142132,0.5506091370558376,0.6929441624365482,0.7618274111675126,0.8176142131979696,0.7770558375634519,0.7588324873096447,0.6817766497461929,0.7811675126903552,5.0,5.237208121827411,0.7499492385786802,,128.0,69.0,197.0,171.0,82.0,253.0,437.0,198.0,635.0,2778721.520865533,224225.656877898,,253,253,266,266,0.0,1.0,10,4,Técnico en Radiología y Radioterapia,881970.5743147209,0.23720812182741113,7171029.4590417305,0.7
Técnico en Refrigeración y Climatización,Tecnología,Centros de Formación Técnica,1,1051434.61,1056250.93,1137021.66,1196739.85,1239814.04,655125.55,749487.74,958409.56,1286547.88,1637671.93,628621.31,772890.54,1025732.28,1363327.0,2175439.19,0.56,0.84,0.75,0.57,0.82,0.72,0.7699999999999999,0.82,0.88,0.78,0.7300000000000001,0.84,4.22,7.04,0.67,,6.0,88.0,94.0,8.0,279.0,287.0,19.0,469.0,488.0,2415239.2376237623,36438.11881188119,,814,814,124,124,0.0,1.0,33,5,Técnico en Refrigeración y Climatización,1196739.85,2.8200000000000003,5132592.91019802,0.4
Técnico en Servicio Social,Ciencias Sociales,Centros de Formación Técnica / Institutos Profesionales,2,866591.2916277448,868481.2205611712,885069.202879052,911105.723628442,939626.5973335657,555131.2439212269,638459.0659532938,792801.3827570583,1031202.5973196236,1393838.2231718367,585058.6972952248,683229.2251411641,865922.0970303242,1146048.9602230743,1448781.1984593936,0.4683025444405716,0.47368072499128616,0.4753781805507145,0.5266050888811432,0.49952945277100036,0.5346218194492856,0.5524538166608574,0.5512269083304288,0.5241512722202858,0.5536807249912861,0.49952945277100036,0.5453781805507145,4.858487277797142,5.936890902753572,0.6870756361101429,,2494.0,375.0,2869.0,2825.0,474.0,3299.0,7424.0,1200.0,8624.0,2120594.14757889,347384.9972796518,,4764,1713,2807,1579,0.4655875952121872,1.0,121,18,Técnico en Servicio Social,911105.723628442,1.0784036249564304,5498824.840971207,0.5
Técnico en Sonido,Tecnología,Institutos Profesionales,1,749251.53,822594.2,818828.38,877300.35,881653.07,538549.54,599509.46,687754.66,800988.76,942710.9,582158.5,684996.47,837429.55,1024535.29,1218716.75,0.2,0.32,0.31,0.35,0.32,0.32,0.39,0.53,0.46,0.43,0.33,0.46,5.0,6.52,0.71,,30.0,227.0,257.0,29.0,310.0,339.0,77.0,900.0,977.0,2796257.2944297083,46238.72679045093,,270,270,268,268,0.0,1.0,14,4,Técnico en Sonido,877300.35,1.5199999999999996,7036881.962864721,0.7
Técnico en Telecomunicaciones,Tecnología,Centros de Formación Técnica / Institutos Profesionales,2,1085022.7071428571,1072141.4126267282,1117812.2794930877,1181956.6431336405,1285820.7928571426,639855.8234101383,746327.9739170508,998435.8325345622,1356113.1046082948,2255872.046267281,681733.7432718894,848483.4049769585,1129879.5549769585,1554654.8292626727,2134931.7210138245,0.6691244239631335,0.7272350230414747,0.7427188940092166,0.7336405529953917,0.7427188940092166,0.704516129032258,0.7717972350230415,0.834516129032258,0.7863594470046084,0.8009216589861752,0.7400000000000001,0.8063594470046084,4.364055299539171,7.466129032258065,0.7036405529953917,,34.0,400.0,434.0,59.0,398.0,457.0,107.0,1087.0,1194.0,2805584.206451613,96950.5376344086,,755,515,231,120,0.42365591397849467,1.0,28,7,Técnico en Telecomunicaciones,1181956.6431336405,3.1020737327188943,6218812.84986869,0.4
Técnico en Topografía,Tecnología,Centros de Formación Técnica / Institutos Profesionales,2,1124208.1337614679,1185890.3800000001,1307309.349266055,1347321.3886238532,1434677.9313761466,613025.5388990827,742528.6406422018,1013605.1123853211,1379638.0720183486,1966398.6512844039,668856.1343119266,890247.9111009174,1275646.8457798166,1804669.1754128442,2287321.6318348623,0.6057798165137614,0.7193577981651378,0.7229357798165138,0.6500917431192661,0.701559633027523,0.69,0.7850458715596331,0.7514678899082569,0.7278899082568807,0.7093577981651377,0.6936697247706423,0.725045871559633,4.645321100917431,6.665229357798165,0.6992660550458716,,106.0,439.0,545.0,112.0,542.0,654.0,289.0,1410.0,1699.0,2395602.284843869,232496.1157654227,,899,899,532,532,0.0,1.0,58,9,Técnico en Topografía,1347321.3886238532,2.0199082568807345,5796667.03736104,0.4
Técnico en Traducción e Interpretariado,Humanidades,Institutos Profesionales,1,821239.99,969191.69,1091939.58,1222878.14,1205313.24,580909.02,634373.79,783063.55,965601.5,1228560.16,591691.48,633809.01,806984.18,1005516.46,1112159.99,0.22,0.44,0.49,0.27,0.28,0.49,0.43,0.58,0.62,0.45,0.35,0.54,5.7,7.45,0.6,,42.0,26.0,68.0,107.0,50.0,157.0,237.0,134.0,371.0,1700000.0,0.0,,146,30,136,29,0.781021897810219,1.0,2,1,Técnico en Traducción e Interpretariado,1222878.14,1.75,4845000.0,0.3
Técnico en Turismo y Hotelería,Administración y Comercio,Centros de Formación Técnica / Institutos Profesionales,2,762243.9862602367,790775.8721019109,822130.5833939946,848837.5581528662,892973.90366697,539498.4535304822,596438.0174886261,711209.8765241129,887679.9610009098,1121240.6112374887,565145.0313375797,647054.8605277525,829578.0371246587,1043444.1787170155,1331112.961601456,0.2193084622383986,0.3018380345768881,0.4636760691537762,0.3943676069153776,0.41,0.28114649681528664,0.3911464968152866,0.504940855323021,0.48494085532302095,0.4831028207461329,0.42747042766151044,0.4905732484076433,4.621483166515014,6.90059144676979,0.7331028207461329,,727.0,372.0,1099.0,1108.0,553.0,1661.0,2351.0,1299.0,3650.0,2507319.188172043,125551.52688172043,,2094,1694,865,697,0.15645161290322585,1.0,78,19,Técnico en Turismo y Hotelería,848837.5581528662,2.2791082802547766,5919318.237490314,0.6
