Código único de carrera,Código institución,Área del conocimiento,Tipo de institución,Nombre institución,Nombre carrera,Región,Jornada,Sede,Duración Formal (semestres),Nivel carrera,Matrícula Total Femenina 2025,Matrícula Total Masculina 2025,Matrícula Total 2025,Matrícula 1er año Femenina 2025,Matrícula 1er año Masculina 2025,Matrícula 1er año Total 2025,Porcentaje Municipal,Porcentaje Subvencionado,Porcentaje Pagado,Porcentaje Admin Delegada,Titulación Femenina 2024,Titlación Masculina 2024,Titulación Total 2024,Promedio PAES 2025 de Matrícula 1er año 2025,Vacantes 1er semestre,NEM,Ranking,PAES Lenguaje,PAES Matemáticas,PAES Matemáticas 2,PAES Historia,PAES Ciencias,Otros,Área Carrera Genérica,arancel_unidad_original,arancel_valor,titulacion_unidad_original,titulacion_valor,acreditada,anios_acreditacion,Dirección Sede Central,Página web,Empleabilidad 1er año,Empleabilidad 2° año,ingreso_4to_anio_valor,Retención 1er año,Duración Real (semestres),% titulados con continuidad de estudios,Empleabilidad 1er año_relleno_agregado,Empleabilidad 2° año_relleno_agregado,Retención 1er año_relleno_agregado,ingreso_4to_anio_valor_relleno_agregado,Duración Real (semestres)_relleno_agregado
I86S5C205J1V2,86,Ciencias Sociales,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,TRABAJO SOCIAL,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,325,58,383,73,13,86,0.2,0.6,0.17,0.03,58,2,60,660.81,70,25.0,25.0,15.0,15.0,0.0,20.0,0.0,0.0,Trabajo Social,CLP,6420000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.74,0.86,1250000.0,0.88,10.45,0.22,False,False,False,False,False
I86S5C208J1V1,86,Salud,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,ENFERMERIA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,573,93,666,101,26,127,0.16,0.38,0.46,0.0,92,6,98,838.14,120,20.0,25.0,10.0,20.0,0.0,0.0,25.0,0.0,Enfermería,CLP,6740000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.86,0.94,2050000.0,0.92,10.49,0.03,False,False,False,False,False
I86S5C258J1V1,86,Humanidades,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,LETRAS HISPANICAS,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,8,Profesional,213,72,285,49,13,62,0.17,0.49,0.34,0.0,23,8,31,737.13,60,25.0,25.0,25.0,15.0,0.0,10.0,0.0,0.0,Licenciatura en Letras y Literatura,CLP,5600000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.25,0.56,1050000.0,0.9,8.67,0.48,False,False,False,False,False
I86S5C259J1V1,86,Humanidades,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,LETRAS INGLESAS,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,8,Profesional,144,21,165,33,6,39,0.16,0.38,0.46,0.0,19,5,24,727.91,38,25.0,25.0,25.0,15.0,0.0,10.0,0.0,0.0,Licenciatura en Letras y Literatura,CLP,5600000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.25,0.56,1050000.0,0.9,8.67,0.48,False,False,False,False,False
I86S5C28J1V1,86,Tecnología,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,CONSTRUCCION CIVIL,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,279,820,1099,67,150,217,0.18,0.57,0.24,0.02,19,48,67,735.99,205,20.0,20.0,10.0,40.0,0.0,0.0,10.0,0.0,Construcción Civil,CLP,8000000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.85,0.91,1850000.0,0.88,11.96,0.07,False,False,False,False,False
I86S5C299J1V1,86,Arte y Arquitectura,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,COLLEGE ARTES Y HUMANIDADES (LICENCIATURA),Metropolitana,Diurna,CAMPUS SAN JOAQUIN,8,Profesional,161,42,203,48,15,63,0.13,0.24,0.62,0.01,0,0,0,763.72,60,20.0,20.0,25.0,25.0,0.0,10.0,0.0,0.0,Artes y Licenciatura en Artes,CLP,8220000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.23,0.47,1050000.0,0.81,9.44,0.26,False,False,False,False,False
I86S5C300J1V1,86,Ciencias Sociales,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,COLLEGE CIENCIAS SOCIALES (LICENCIATURA),Metropolitana,Diurna,CAMPUS SAN JOAQUIN,8,Profesional,740,657,1398,179,180,359,0.08,0.21,0.71,0.0,0,0,0,803.78,370,20.0,20.0,25.0,25.0,0.0,10.0,0.0,0.0,Bachillerato y/o Licenciatura en Ciencias Sociales,CLP,8220000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,,,,,,,True,True,True,True,True
I86S5C301J1V1,86,Ciencias Básicas,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,COLLEGE CIENCIAS NATURALES Y MATEMATICAS (LICENCIATURA),Metropolitana,Diurna,CAMPUS SAN JOAQUIN,8,Profesional,512,880,1392,196,236,432,0.07,0.18,0.75,0.0,0,0,0,863.12,350,20.0,20.0,10.0,35.0,0.0,0.0,15.0,0.0,Bachillerato y/o Licenciatura en Ciencias Básicas,CLP,9440000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,,,,,,,True,True,True,True,True
I86S5C342J1V1,86,Salud,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,ODONTOLOGIA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,12,Profesional,243,97,340,48,21,69,0.09,0.25,0.66,0.0,40,9,49,844.71,62,20.0,25.0,10.0,20.0,0.0,0.0,25.0,0.0,Odontología,CLP,10720000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.64,0.8,1750000.0,0.9,13.33,0.06,False,False,False,False,False
I86S5C400J1V1,86,Agropecuaria,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,AGRONOMIA E INGENIERIA FORESTAL,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,507,568,1075,106,117,223,0.15,0.39,0.45,0.01,0,0,0,737.69,210,20.0,30.0,10.0,30.0,0.0,0.0,10.0,0.0,Agronomía,CLP,8000000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.72,0.82,1850000.0,0.87,12.46,0.02,False,False,False,False,False
I86S5C47J1V2,86,Educación,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,PEDAGOGIA EN EDUCACION PARVULARIA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,116,1,117,107,1,108,0.17,0.51,0.31,0.01,0,0,0,682.6,80,25.0,25.0,20.0,20.0,0.0,10.0,10.0,0.0,Pedagogía en Educación de Párvulos,CLP,6360000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.79,0.85,1150000.0,0.89,11.52,0.01,False,False,False,False,False
I86S5C535J1V1,86,Salud,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,KINESIOLOGIA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,285,199,484,58,33,91,0.13,0.39,0.47,0.01,45,24,69,797.63,80,20.0,25.0,10.0,20.0,0.0,0.0,25.0,0.0,Kinesiología,CLP,7380000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.72,0.88,1550000.0,0.93,11.14,0.03,False,False,False,False,False
I86S5C557J1V1,86,Salud,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,NUTRICION Y DIETETICA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,313,56,369,59,16,75,0.16,0.48,0.34,0.01,40,4,44,762.49,65,20.0,25.0,10.0,20.0,0.0,0.0,25.0,0.0,Nutrición y Dietética,CLP,6340000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.58,0.78,1350000.0,0.85,12.05,0.01,False,False,False,False,False
I86S5C55J1V1,86,Ciencias Sociales,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,GEOGRAFIA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,114,172,286,19,33,52,0.13,0.45,0.42,0.0,19,13,32,723.38,50,20.0,20.0,20.0,25.0,0.0,15.0,15.0,0.0,Geografía,CLP,5600000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.68,0.85,1350000.0,0.92,12.65,0.06,False,False,False,False,False
I86S5C562J1V1,86,Salud,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,FONOAUDIOLOGIA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,294,29,323,52,9,61,0.21,0.6,0.17,0.02,43,4,47,682.02,64,20.0,25.0,10.0,20.0,0.0,0.0,25.0,0.0,Fonoaudiología,CLP,6680000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.57,0.72,1250000.0,0.87,11.09,0.01,False,False,False,False,False
I86S5C567J1V2,86,Educación,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,PEDAGOGIA EN EDUCACION MEDIA EN CIENCIAS NATURALES Y BIOLOGIA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,48,30,78,17,13,30,0.27,0.62,0.1,0.01,0,0,0,750.18,25,20.0,20.0,10.0,40.0,0.0,0.0,10.0,0.0,Pedagogía en Ciencias,CLP,6360000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.89,0.91,1279797.18,0.88,9.67,0.03,False,False,False,True,False
I86S5C568J1V2,86,Educación,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,PEDAGOGIA EN EDUCACION MEDIA EN FISICA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,16,13,29,6,5,11,0.17,0.45,0.38,0.0,0,0,0,,10,20.0,20.0,10.0,40.0,0.0,0.0,10.0,0.0,Pedagogía en Ciencias,CLP,6360000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.89,0.91,1279797.18,0.88,9.67,0.03,False,False,False,True,False
I86S5C569J1V2,86,Educación,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,PEDAGOGIA EN EDUCACION MEDIA EN MATEMATICA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,63,55,118,22,21,43,0.19,0.55,0.23,0.03,0,0,0,824.55,40,20.0,20.0,10.0,35.0,5.0,0.0,10.0,0.0,Pedagogía en Matemáticas y Computación,CLP,6360000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.95,0.92,1296180.17,0.88,11.83,0.06,False,False,False,True,True
I86S5C570J1V2,86,Educación,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,PEDAGOGIA EN EDUCACION MEDIA EN QUIMICA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,38,28,66,19,16,35,0.24,0.58,0.13,0.05,0,0,0,684.96,20,20.0,20.0,10.0,40.0,0.0,0.0,10.0,0.0,Pedagogía en Ciencias,CLP,6360000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.89,0.91,1279797.18,0.88,9.67,0.03,False,False,False,True,False
I86S5C57J1V1,86,Administración y Comercio,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,INGENIERIA COMERCIAL,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,1081,1541,2622,171,285,456,0.03,0.12,0.84,0.0,107,119,226,888.73,418,20.0,20.0,10.0,30.0,10.0,10.0,10.0,0.0,Ingeniería Comercial,CLP,9540000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.93,0.96,2750000.0,0.95,12.34,0.01,False,False,False,False,False
I86S5C62J1V1,86,Ciencias Básicas,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,LICENCIATURA EN ASTRONOMIA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,9,Profesional,86,138,224,15,30,45,0.17,0.37,0.46,0.0,4,4,8,879.77,28,20.0,20.0,10.0,35.0,0.0,0.0,15.0,0.0,Física y Astronomía,CLP,6560000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,,,,,,,True,True,True,True,True
I86S5C638J1V1,86,Ciencias Sociales,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,ANTROPOLOGIA-ARQUEOLOGIA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,240,121,361,58,24,82,0.15,0.41,0.43,0.01,13,6,19,772.63,70,20.0,25.0,20.0,20.0,0.0,15.0,0.0,0.0,Antropología,CLP,7500000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.66,0.75,1623765.13,0.94,11.14,0.11,False,False,False,True,False
I86S5C644J1V1,86,Ciencias Básicas,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,ESTADISTICA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,100,140,240,25,28,53,0.18,0.53,0.28,0.0,8,8,16,802.47,40,20.0,10.0,10.0,45.0,5.0,0.0,10.0,0.0,Matemática y/o Estadística,CLP,6140000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,,,,,,,True,True,True,True,True
I86S5C648J1V1,86,Ciencias Básicas,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,MATEMATICA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,37,158,195,19,31,50,0.25,0.45,0.29,0.01,3,14,17,851.57,40,20.0,10.0,10.0,45.0,0.0,0.0,15.0,0.0,Matemática y/o Estadística,CLP,6140000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,,,,,,,True,True,True,True,True
I86S5C649J1V1,86,Educación,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,PEDAGOGIA EN INGLES PARA EDUCACION BASICA Y MEDIA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,203,71,274,37,20,57,0.23,0.56,0.2,0.0,9,3,12,759.18,50,20.0,20.0,30.0,20.0,0.0,10.0,0.0,0.0,Pedagogía en Idiomas,CLP,6360000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.63,0.75,1074271.39,0.84,11.63,,True,True,True,True,True
I86S5C64J1V1,86,Ciencias Sociales,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,CIENCIA POLITICA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,152,107,259,28,21,49,0.15,0.29,0.56,0.0,33,13,46,830.68,35,20.0,25.0,20.0,20.0,0.0,15.0,0.0,0.0,Ciencias Políticas,CLP,7200000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.64,0.76,1550000.0,0.82,11.16,0.13,False,False,False,False,False
I86S5C68J1V1,86,Humanidades,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,FILOSOFIA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,8,Profesional,68,88,156,16,15,31,0.11,0.41,0.48,0.01,4,7,11,734.76,25,25.0,25.0,25.0,15.0,0.0,10.0,0.0,0.0,Filosofía,CLP,6360000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,,,,,,,True,True,True,True,True
I86S5C69J1V1,86,Ciencias Básicas,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,LICENCIATURA EN FISICA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,9,Profesional,48,170,218,12,36,48,0.17,0.35,0.47,0.0,5,15,20,876.24,31,20.0,10.0,10.0,45.0,0.0,0.0,15.0,0.0,Física y Astronomía,CLP,5980000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,,,,,,,True,True,True,True,True
I86S5C70J1V1,86,Ciencias Sociales,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,HISTORIA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,8,Profesional,154,139,293,41,35,76,0.1,0.42,0.47,0.01,27,26,53,755.95,60,20.0,20.0,15.0,10.0,0.0,35.0,0.0,0.0,Historia,CLP,5600000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,,,,,,,True,True,True,True,True
I86S5C76J1V1,86,Ciencias Básicas,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,QUIMICA,Metropolitana,Diurna,CAMPUS SAN JOAQUIN,10,Profesional,93,116,209,23,18,41,0.19,0.43,0.36,0.01,16,12,28,833.37,35,20.0,20.0,10.0,35.0,0.0,0.0,15.0,0.0,"Química, Licenciado en Química",CLP,6560000,CLP,0,True,7,"Alameda Nº 340, Of. 210, Santiago",www.puc.cl,0.73,0.69,1545659.34,0.95,15.04,0.2,False,False,False,True,False
I87S1C101J1V1,87,Agropecuaria,Universidades,UNIVERSIDAD DE CONCEPCION,MEDICINA VETERINARIA,Biobío,Diurna,CASA CENTRAL,11,Profesional,467,154,621,67,27,94,0.29,0.56,0.14,0.02,33,15,48,757.27,80,15.0,25.0,15.0,35.0,0.0,0.0,10.0,0.0,Medicina Veterinaria,CLP,7343748,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.67,0.73,1350000.0,0.89,18.38,0.04,False,False,False,False,False
I87S1C102J1V1,87,Salud,Universidades,UNIVERSIDAD DE CONCEPCION,MEDICINA,Biobío,Diurna,CASA CENTRAL,14,Profesional,414,367,781,60,44,104,0.12,0.49,0.39,0.0,65,63,128,921.86,100,15.0,25.0,15.0,35.0,0.0,0.0,10.0,0.0,Medicina,CLP,10236008,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.91,0.89,3500000.0,0.99,14.6,0.12,False,False,False,False,False
I87S1C104J1V1,87,Salud,Universidades,UNIVERSIDAD DE CONCEPCION,NUTRICION Y DIETETICA,Biobío,Diurna,CASA CENTRAL,10,Profesional,257,71,328,48,13,61,0.35,0.58,0.05,0.02,40,7,47,667.92,65,15.0,25.0,15.0,35.0,0.0,0.0,10.0,0.0,Nutrición y Dietética,CLP,6356471,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.44,0.58,1050000.0,0.75,12.17,0.1,False,False,False,False,False
I87S1C105J1V1,87,Salud,Universidades,UNIVERSIDAD DE CONCEPCION,OBSTETRICIA Y PUERICULTURA,Biobío,Diurna,CASA CENTRAL,10,Profesional,554,30,584,74,1,75,0.31,0.63,0.05,0.01,85,8,93,747.78,80,15.0,25.0,20.0,25.0,0.0,0.0,15.0,0.0,Obstetricia y Puericultura,CLP,6356471,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.68,0.87,1550000.0,0.93,12.78,0.03,False,False,False,False,False
I87S1C106J1V1,87,Salud,Universidades,UNIVERSIDAD DE CONCEPCION,ODONTOLOGIA,Biobío,Diurna,CASA CENTRAL,11,Profesional,314,158,472,52,27,79,0.26,0.58,0.15,0.01,58,23,81,824.38,75,15.0,25.0,25.0,25.0,0.0,0.0,10.0,0.0,Odontología,CLP,10176171,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.6,0.65,1850000.0,0.89,14.54,0.07,False,False,False,False,False
I87S1C109J1V1,87,Educación,Universidades,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN CIENCIAS NATURALES Y BIOLOGIA,Biobío,Diurna,CASA CENTRAL,10,Profesional,59,28,87,15,10,25,0.43,0.53,0.01,0.03,22,9,31,656.4,25,15.0,25.0,20.0,25.0,0.0,0.0,15.0,0.0,Pedagogía en Ciencias,CLP,4979528,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.88,0.87,1250000.0,0.71,12.01,0.15,False,False,False,False,False
I87S1C10J1V1,87,Ciencias Básicas,Universidades,UNIVERSIDAD DE CONCEPCION,ASTRONOMIA,Biobío,Diurna,CASA CENTRAL,11,Profesional,61,123,184,13,24,37,0.25,0.58,0.16,0.01,13,17,30,808.96,35,15.0,25.0,20.0,20.0,10.0,0.0,10.0,0.0,Física y Astronomía,CLP,6898910,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,,,,,,,True,True,True,True,True
I87S1C110J1V1,87,Educación,Universidades,UNIVERSIDAD DE CONCEPCION,EDUCACION GENERAL BASICA,Biobío,Diurna,CASA CENTRAL,10,Profesional,258,67,325,50,11,61,0.48,0.47,0.02,0.03,61,10,71,615.46,80,15.0,25.0,25.0,25.0,0.0,10.0,0.0,0.0,Pedagogía en Educación Básica,CLP,4979528,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.88,0.89,1150000.0,0.96,11.58,0.03,False,False,False,False,False
I87S1C112J1V1,87,Educación,Universidades,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN EDUCACION MUSICAL,Biobío,Diurna,CASA CENTRAL,10,Profesional,57,92,149,9,25,34,0.39,0.55,0.04,0.01,16,10,26,682.93,25,15.0,25.0,20.0,20.0,0.0,20.0,0.0,0.0,Pedagogía en Artes y Música,CLP,4979528,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.8,0.87,1150000.0,0.91,12.02,0.08,False,False,False,False,False
I87S1C113J1V1,87,Educación,Universidades,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN ESPAÑOL,Biobío,Diurna,CASA CENTRAL,10,Profesional,139,88,227,31,22,53,0.4,0.54,0.04,0.02,37,15,52,663.26,40,15.0,25.0,25.0,25.0,0.0,10.0,0.0,0.0,"Pedagogía en Lenguaje, Comunicación y/o Castellano",CLP,4979528,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.77,0.82,1150000.0,0.93,11.92,0.08,False,False,False,False,False
I87S1C114J1V1,87,Educación,Universidades,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN FILOSOFIA,Biobío,Diurna,CASA CENTRAL,10,Profesional,23,43,66,5,11,16,0.52,0.45,0.02,0.02,6,10,16,,20,15.0,25.0,25.0,10.0,0.0,25.0,0.0,0.0,Pedagogía en Filosofía y Religión,CLP,4979528,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.79,0.83,1256068.94,0.75,13.23,,True,True,True,True,True
I87S1C116J1V1,87,Educación,Universidades,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN HISTORIA Y GEOGRAFIA,Biobío,Diurna,CASA CENTRAL,10,Profesional,99,121,220,24,19,43,0.39,0.56,0.04,0.01,25,18,43,679.08,45,15.0,25.0,20.0,10.0,0.0,30.0,0.0,0.0,"Pedagogía en Historia, Geografía y Ciencias Sociales",CLP,4979528,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.75,0.81,1150000.0,0.88,11.35,0.15,False,False,False,False,False
I87S1C11J1V2,87,Derecho,Universidades,UNIVERSIDAD DE CONCEPCION,DERECHO,Biobío,Diurna,CASA CENTRAL,10,Profesional,242,186,428,96,65,161,0.21,0.57,0.22,0.01,0,0,0,778.41,145,15.0,25.0,25.0,25.0,0.0,10.0,0.0,0.0,Derecho,CLP,6687720,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.77,0.82,1950000.0,0.86,17.36,0.05,False,False,False,False,False
I87S1C121J1V1,87,Ciencias Sociales,Universidades,UNIVERSIDAD DE CONCEPCION,PERIODISMO,Biobío,Diurna,CASA CENTRAL,10,Profesional,142,106,248,22,20,42,0.21,0.62,0.15,0.01,24,34,58,682.31,50,15.0,25.0,30.0,15.0,0.0,15.0,0.0,0.0,Periodismo,CLP,6022837,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.7,0.68,1150000.0,0.9,12.21,0.02,False,False,False,False,False
I87S1C122J1V1,87,Tecnología,Universidades,UNIVERSIDAD DE CONCEPCION,INGENIERIA CIVIL-PLAN COMUN,Biobío,Diurna,CASA CENTRAL,4,Profesional,63,138,201,59,126,185,0.2,0.62,0.17,0.01,0,0,0,768.22,190,20.0,15.0,15.0,25.0,15.0,0.0,10.0,0.0,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",CLP,7823935,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.84,0.9,2150000.0,0.69,14.33,0.12,False,False,False,False,False
I87S1C12J1V3,87,Tecnología,Universidades,UNIVERSIDAD DE CONCEPCION,INGENIERIA CIVIL EN TELECOMUNICACIONES,Biobío,Diurna,CASA CENTRAL,10,Profesional,0,0,0,0,0,0,,,,,0,0,0,,20,20.0,15.0,15.0,25.0,15.0,0.0,10.0,0.0,Otras Ingenierías Civiles,CLP,7823935,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,,,,,,,True,True,True,True,True
I87S1C144J1V2,87,Ciencias Sociales,Universidades,UNIVERSIDAD DE CONCEPCION,PSICOLOGIA,Biobío,Diurna,CASA CENTRAL,10,Profesional,139,64,203,40,18,58,0.25,0.57,0.18,0.0,0,0,0,802.41,59,15.0,25.0,20.0,30.0,0.0,0.0,10.0,0.0,Psicología,CLP,5896527,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.55,0.76,1150000.0,0.9,10.71,0.08,False,False,False,False,False
I87S1C145J1V1,87,Salud,Universidades,UNIVERSIDAD DE CONCEPCION,QUIMICA Y FARMACIA,Biobío,Diurna,CASA CENTRAL,11,Profesional,356,274,630,49,36,85,0.29,0.62,0.08,0.01,54,53,107,847.66,82,15.0,25.0,15.0,30.0,0.0,0.0,15.0,0.0,Química y Farmacia,CLP,6356471,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.98,0.99,2350000.0,0.97,16.36,0.03,False,False,False,False,False
I87S1C147J1V1,87,Ciencias Sociales,Universidades,UNIVERSIDAD DE CONCEPCION,SOCIOLOGIA,Biobío,Diurna,CASA CENTRAL,10,Profesional,145,127,272,21,25,46,0.36,0.51,0.11,0.02,16,15,31,658.4,65,15.0,25.0,20.0,20.0,0.0,20.0,0.0,0.0,Sociología,CLP,5626820,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,0.47,0.62,1150000.0,0.89,13.19,0.11,False,False,False,False,False
I87S1C14J1V1,87,Ciencias Sociales,Universidades,UNIVERSIDAD DE CONCEPCION,LICENCIATURA EN HISTORIA,Biobío,Diurna,CASA CENTRAL,8,Profesional,47,60,107,8,19,27,0.29,0.64,0.07,0.0,4,6,10,650.52,30,15.0,25.0,20.0,10.0,0.0,30.0,0.0,0.0,Historia,CLP,7386835,CLP,29200,True,7,"Víctor Lamas Nº 1290, Concepción",www.udec.cl,,,,,,,True,True,True,True,True
